,feature1,date,psi_co,psi_o3,psi_no2,psi_so2,psi_pm10,total_psi,year_month,year,month,feature2,day
2230,7,1390-08-21,16,44,7,33,132,132,1390-08,1390,8,1292,21
2231,5,1390-08-22,15,45,36,34,113.9,113.87,1390-08,1390,8,1293,22
2232,5,1390-08-23,21,34,22,31,110,110,1390-08,1390,8,1294,23
2233,6,1390-08-24,23,36,24,54,165,165,1390-08,1390,8,1295,24
2234,13,1390-08-25,14,37,19,35,146,146,1390-08,1390,8,1296,25
2235,7,1390-08-26,17,34,24,9,170,170,1390-08,1390,8,1297,26
2236,11,1390-08-27,24,50,27,10,98,98,1390-08,1390,8,1298,27
2237,9,1390-08-28,17,11.7,19,8,87,87,1390-08,1390,8,1299,28
2238,7,1390-08-29,15,19.2,12,6,90,90,1390-08,1390,8,1300,29
2239,5,1390-08-30,12,26.7,14,11,176,176,1390-08,1390,8,1301,30
2512,12,1390-09-01,32,25,12,22,63.5,63.51,1390-09,1390,9,1302,1
2513,7,1390-09-02,29,26.7,18,46,75.6,75.62,1390-09,1390,9,1303,2
2514,6,1390-09-03,25,28.3,9,20,74.7,74.69,1390-09,1390,9,1304,3
2515,1,1390-09-04,34,27.5,28,10,83.5,83.53,1390-09,1390,9,1305,4
2516,8,1390-09-05,18,26.7,13,9,62.6,62.6,1390-09,1390,9,1306,5
2517,5,1390-09-06,24,25,12,8,54.5,54.52,1390-09,1390,9,1307,6
2518,6,1390-09-07,27,25,18,12,59.5,59.49,1390-09,1390,9,1308,7
2519,10,1390-09-08,31,24.2,13,30,61,61.03,1390-09,1390,9,1309,8
2520,6,1390-09-09,17,29.2,13,40,82,82.02,1390-09,1390,9,1310,9
2521,9,1390-09-10,18,30,14,11,91,91,1390-09,1390,9,1311,10
2522,5,1390-09-11,20,30,28,10,106.1,106.09,1390-09,1390,9,1312,11
2523,6,1390-09-12,21,29.2,15,8,81.7,81.66,1390-09,1390,9,1313,12
2524,0,1390-09-13,23,30,13,9,79.5,79.45,1390-09,1390,9,1314,13
2525,3,1390-09-14,19,25.8,17,7,77.8,77.84,1390-09,1390,9,1315,14
2526,4,1390-09-15,25,30,14,9,84.5,84.51,1390-09,1390,9,1316,15
2527,8,1390-09-16,28,30.8,13,12,85.4,85.36,1390-09,1390,9,1317,16
2528,13,1390-09-17,27,31.7,16,19,130.1,130.08,1390-09,1390,9,1318,17
2529,8,1390-09-18,27,26.7,15,21,115,114.95,1390-09,1390,9,1319,18
2530,9,1390-09-19,26,31.7,15,24,118.8,118.77,1390-09,1390,9,1320,19
2531,18,1390-09-20,29,39.2,20,38,1298.3,1298.28,1390-09,1390,9,1321,20
2532,10,1390-09-21,34,41.7,16,40,690.3,690.27,1390-09,1390,9,1322,21
2533,18,1390-09-22,35,47.5,18,49,98.7,98.73,1390-09,1390,9,1323,22
2534,12,1390-09-23,30,45,16,36,120,120,1390-09,1390,9,1324,23
2535,5,1390-09-24,28,35.8,21,13,154,154,1390-09,1390,9,1325,24
2536,11,1390-09-25,25,38.3,18,4,120,120,1390-09,1390,9,1326,25
2537,12,1390-09-26,27,50.8,16,8,98,98,1390-09,1390,9,1327,26
2538,9,1390-09-27,29,45,12,27,87,87,1390-09,1390,9,1328,27
2539,10,1390-09-28,26,50.8,10,6,90,90,1390-09,1390,9,1329,28
2540,10,1390-09-29,29,45.8,17,8,100,100,1390-09,1390,9,1330,29
2541,12,1390-09-30,26,4.6,11,19,160,160,1390-09,1390,9,1331,30
2814,15,1390-10-01,18,34,9,16,176.7,176.69,1390-10,1390,10,1332,1
2815,7,1390-10-02,18,30,11,19,102.4,102.42,1390-10,1390,10,1333,2
2816,10,1390-10-03,14,53,8,22,80,79.97,1390-10,1390,10,1334,3
2817,11,1390-10-04,13,45,6,15,79.9,79.95,1390-10,1390,10,1335,4
2818,14,1390-10-05,28,45,8,16,90.8,90.82,1390-10,1390,10,1336,5
2819,9,1390-10-06,26,40,9,14,112.9,112.9,1390-10,1390,10,1337,6
2820,11,1390-10-07,19,42,9,16,106.2,106.22,1390-10,1390,10,1338,7
2821,5,1390-10-08,18,39,12,26,116.8,116.81,1390-10,1390,10,1339,8
2822,9,1390-10-09,19,42,6,14,90.7,90.69,1390-10,1390,10,1340,9
2823,14,1390-10-10,17,53,12,14,79.9,79.92,1390-10,1390,10,1341,10
2824,6,1390-10-11,19,52,8,18,89.1,89.09,1390-10,1390,10,1342,11
2825,13,1390-10-12,15,32,9,21,122.2,122.22,1390-10,1390,10,1343,12
2826,2,1390-10-13,16,28,9,17,120.5,120.53,1390-10,1390,10,1344,13
2827,5,1390-10-14,15,23,9,38,75,74.96,1390-10,1390,10,1345,14
2828,13,1390-10-15,23,28,6,18,63.3,63.29,1390-10,1390,10,1346,15
2829,11,1390-10-16,17,43,7,20,75.7,75.67,1390-10,1390,10,1347,16
2830,7,1390-10-17,25,49,5,19,86.7,86.74,1390-10,1390,10,1348,17
2831,2,1390-10-18,17,48,11,16,81.3,81.29,1390-10,1390,10,1349,18
2832,10,1390-10-19,13,48,12,15,128.8,128.78,1390-10,1390,10,1350,19
2833,7,1390-10-20,18,47,10,13,132.1,132.08,1390-10,1390,10,1351,20
2834,2,1390-10-21,12,35,5,15,94.4,94.45,1390-10,1390,10,1352,21
2835,6,1390-10-22,11,30,6,14,98.6,98.56,1390-10,1390,10,1353,22
2836,7,1390-10-23,17,43,8,12,123,123,1390-10,1390,10,1354,23
2837,7,1390-10-24,28,45,6,19,100,100,1390-10,1390,10,1355,24
2838,6,1390-10-25,18,44,12,16,160,160,1390-10,1390,10,1356,25
2839,7,1390-10-26,25,35,13,18,130,130,1390-10,1390,10,1357,26
2840,3,1390-10-27,29,39,19,15,140,140,1390-10,1390,10,1358,27
2841,7,1390-10-28,18,28,10,14,170,170,1390-10,1390,10,1359,28
2842,2,1390-10-29,12,27,15,19,123,123,1390-10,1390,10,1360,29
2843,5,1390-10-30,11,38,19,16,180,180,1390-10,1390,10,1361,30
3116,2,1390-11-01,20,30,11,23,732,732.04,1390-11,1390,11,1362,1
3117,4,1390-11-02,24,32,7,21,181.6,181.65,1390-11,1390,11,1363,2
3118,8,1390-11-03,28,30,10,22,74.1,74.08,1390-11,1390,11,1364,3
3119,6,1390-11-04,31,45,5,18,79.1,79.08,1390-11,1390,11,1365,4
3120,3,1390-11-05,18,40,8,17,74.7,74.7,1390-11,1390,11,1366,5
3121,7,1390-11-06,12,38,11,36,87.3,87.29,1390-11,1390,11,1367,6
3122,7,1390-11-07,28,39,10,35,75.8,75.81,1390-11,1390,11,1368,7
3123,8,1390-11-08,20,32,13,27,88.4,88.37,1390-11,1390,11,1369,8
3124,10,1390-11-09,30,43,12,26,85.8,85.84,1390-11,1390,11,1370,9
3125,7,1390-11-10,12,48,16,20,62.8,62.76,1390-11,1390,11,1371,10
3126,6,1390-11-11,16,40,6,10,83.9,83.86,1390-11,1390,11,1372,11
3127,3,1390-11-12,17,36,5,12,69.3,69.3,1390-11,1390,11,1373,12
3128,4,1390-11-13,21,30,7,38,81.2,81.17,1390-11,1390,11,1374,13
3129,5,1390-11-14,23,32,5,36,473.2,473.17,1390-11,1390,11,1375,14
3130,8,1390-11-15,21,40,21,30,93.1,93.1,1390-11,1390,11,1376,15
3131,4,1390-11-16,20,42,11,26,91.4,91.42,1390-11,1390,11,1377,16
3132,9,1390-11-17,15,51,9,11,148.7,148.71,1390-11,1390,11,1378,17
3133,4,1390-11-18,13,50,6,19,90.4,90.4,1390-11,1390,11,1379,18
3134,10,1390-11-19,11,48,8,26,82.8,82.83,1390-11,1390,11,1380,19
3135,6,1390-11-20,13,49,9,29,99.8,99.78,1390-11,1390,11,1381,20
3136,3,1390-11-21,11,38,11,32,125.3,125.31,1390-11,1390,11,1382,21
3137,3,1390-11-22,19,40,16,19,92,92,1390-11,1390,11,1383,22
3138,7,1390-11-23,20,25,19,16,345,345,1390-11,1390,11,1384,23
3139,6,1390-11-24,21,18,17,11,455,455,1390-11,1390,11,1385,24
3140,7,1390-11-25,26,12,18,8,321,321,1390-11,1390,11,1386,25
3141,3,1390-11-26,24,14,23,23,289,289,1390-11,1390,11,1387,26
3142,6,1390-11-27,16,11,20,29,189,189,1390-11,1390,11,1388,27
3143,3,1390-11-28,17,30,21,34,140,140,1390-11,1390,11,1389,28
3144,4,1390-11-29,23,12,16,45,98,98,1390-11,1390,11,1390,29
3145,3,1390-11-30,21,108,11,43,90,2511,1390-11,1390,11,1391,30
3417,4,1390-12-01,29,45,23,12,165,165,1390-12,1390,12,1392,1
3418,2,1390-12-02,27,43,20,14,159,159,1390-12,1390,12,1393,2
3419,5,1390-12-03,32,46,19,14,120,120,1390-12,1390,12,1394,3
3420,1,1390-12-04,30,40,24,13,105,105,1390-12,1390,12,1395,4
3421,5,1390-12-05,29,39,20,19,98,98,1390-12,1390,12,1396,5
3422,10,1390-12-06,27,40,22,23,90,90,1390-12,1390,12,1397,6
3423,8,1390-12-07,24,34,16,12,88,88,1390-12,1390,12,1398,7
3424,5,1390-12-08,34,33,18,22,78,78,1390-12,1390,12,1399,8
3425,5,1390-12-09,40,25,20,20,96,96,1390-12,1390,12,1400,9
3426,7,1390-12-10,28,36,21,27,106,106,1390-12,1390,12,1401,10
3427,4,1390-12-11,29,39,23,11,144,144,1390-12,1390,12,1402,11
3428,5,1390-12-12,28,40,16,16,179,179,1390-12,1390,12,1403,12
3429,6,1390-12-13,19,42,18,18,80.1,80.15,1390-12,1390,12,1404,13
3430,7,1390-12-14,18,34,12,10,59.5,59.5,1390-12,1390,12,1405,14
3431,10,1390-12-15,29,38,10,8,71.5,71.53,1390-12,1390,12,1406,15
3432,2,1390-12-16,27,39,8,6,60,60.02,1390-12,1390,12,1407,16
3433,7,1390-12-17,29,40,19,9,50.8,50.81,1390-12,1390,12,1408,17
3434,5,1390-12-18,32,48,11,4,84.7,84.71,1390-12,1390,12,1409,18
3435,3,1390-12-19,31,45,16,8,67.5,67.55,1390-12,1390,12,1410,19
3436,8,1390-12-20,29,43,17,12,62,62.02,1390-12,1390,12,1411,20
3437,4,1390-12-21,27,45,15,15,1042.9,1042.92,1390-12,1390,12,1412,21
3438,9,1390-12-22,19,23,12,13,113.7,113.68,1390-12,1390,12,1413,22
3439,5,1390-12-23,17,26,11,18,230,230,1390-12,1390,12,1414,23
3440,6,1390-12-24,19,23,13,14,213,213,1390-12,1390,12,1415,24
3441,5,1390-12-25,23,22,16,11,165,165,1390-12,1390,12,1416,25
3442,7,1390-12-26,21,34,11,18,90,90,1390-12,1390,12,1417,26
3443,7,1390-12-27,27,40,12,9,88,88,1390-12,1390,12,1418,27
3444,5,1390-12-28,27,49,16,13,90,90,1390-12,1390,12,1419,28
3445,4,1390-12-29,30,45,15,16,98,98,1390-12,1390,12,1420,29
3446,0,1390-12-30,31,47,19,14,104,104,1390-12,1390,12,1421,30
93,3,1391-01-01,16,17.9,17,22,74.3,74.35,1391-01,1391,1,1422,1
94,7,1391-01-02,18,23.9,14,15,86.4,86.37,1391-01,1391,1,1423,2
95,5,1391-01-03,17,24.4,18,23,78.1,78.05,1391-01,1391,1,1424,3
96,3,1391-01-04,16,20.2,11,20,69.7,69.7,1391-01,1391,1,1425,4
97,4,1391-01-05,12,18.1,10,19,75.3,75.34,1391-01,1391,1,1426,5
98,6,1391-01-06,19,19.5,9,11,67.4,67.4,1391-01,1391,1,1427,6
99,7,1391-01-07,11,17.5,12,18,82.8,82.8,1391-01,1391,1,1428,7
100,6,1391-01-08,10,18.5,14,23,180.9,180.88,1391-01,1391,1,1429,8
101,4,1391-01-09,14,11.2,17,10,106.9,106.86,1391-01,1391,1,1430,9
102,6,1391-01-10,12,14.2,8,7,172.9,172.87,1391-01,1391,1,1431,10
103,6,1391-01-11,18,11.9,9,16,173.9,173.86,1391-01,1391,1,1432,11
104,1,1391-01-12,11,18.1,15,11,430.6,430.58,1391-01,1391,1,1433,12
105,3,1391-01-13,18,20.3,12,17,83.4,83.37,1391-01,1391,1,1434,13
106,4,1391-01-14,16,20.2,9,3,83.3,83.28,1391-01,1391,1,1435,14
107,5,1391-01-15,20,23.3,10,8,113.8,113.81,1391-01,1391,1,1436,15
108,2,1391-01-16,21,11.8,16,13,98,97.98,1391-01,1391,1,1437,16
109,3,1391-01-17,12,13.8,18,16,74.7,74.65,1391-01,1391,1,1438,17
110,6,1391-01-18,8,7.5,12,12,107.6,107.58,1391-01,1391,1,1439,18
111,6,1391-01-19,4,10.5,8,11,167.8,167.79,1391-01,1391,1,1440,19
112,4,1391-01-20,6,18,9,22,126,125.97,1391-01,1391,1,1441,20
113,4,1391-01-21,5,34.7,5,26,94.1,94.1,1391-01,1391,1,1442,21
114,7,1391-01-22,9,14.2,7,28,121.3,121.26,1391-01,1391,1,1443,22
115,6,1391-01-23,12,42.5,15,25,130,130,1391-01,1391,1,1444,23
116,4,1391-01-24,18,28.3,19,18,495.8,495.79,1391-01,1391,1,1445,24
117,3,1391-01-25,13,30,11,16,85,85,1391-01,1391,1,1446,25
118,9,1391-01-26,8,35.8,8,21,97.5,97.5,1391-01,1391,1,1447,26
119,5,1391-01-27,9,26.7,17,12,73.5,73.5,1391-01,1391,1,1448,27
120,6,1391-01-28,4,47.5,12,14,100,100,1391-01,1391,1,1449,28
121,6,1391-01-29,11,50.8,16,13,138.5,138.5,1391-01,1391,1,1450,29
122,11,1391-01-30,10,25,8,14,432,432,1391-01,1391,1,1451,30
123,6,1391-01-30,6,53.3,5,9,167.5,167.5,1391-01,1391,1,1452,30
392,2,1391-02-01,12,35.8,7,23,954.5,954.47,1391-02,1391,2,1453,1
393,9,1391-02-02,13,31.7,6,22,131.8,131.83,1391-02,1391,2,1454,2
394,1,1391-02-03,11,25,3,16,94.8,94.79,1391-02,1391,2,1455,3
395,4,1391-02-04,9,37.5,8,10,85.6,85.59,1391-02,1391,2,1456,4
396,3,1391-02-05,10,43.3,5,22,102.6,102.61,1391-02,1391,2,1457,5
397,1,1391-02-06,16,20.8,11,28,118.9,118.91,1391-02,1391,2,1458,6
398,3,1391-02-07,19,33.3,9,14,87.5,87.5,1391-02,1391,2,1459,7
399,7,1391-02-08,16,22.5,7,27,100.1,100.05,1391-02,1391,2,1460,8
400,5,1391-02-09,18,20.8,2,24,145.8,145.79,1391-02,1391,2,1461,9
401,0,1391-02-10,12,45,8,28,137,137.03,1391-02,1391,2,1462,10
402,3,1391-02-11,11,17.5,12,18,141.4,141.35,1391-02,1391,2,1463,11
403,3,1391-02-12,16,48.3,11,20,111.7,111.75,1391-02,1391,2,1464,12
404,4,1391-02-13,13,20.8,6,26,189.9,189.92,1391-02,1391,2,1465,13
405,8,1391-02-14,8,15.8,8,17,182.8,182.84,1391-02,1391,2,1466,14
406,3,1391-02-15,9,71.7,4,12,135.8,135.81,1391-02,1391,2,1467,15
407,6,1391-02-16,18,26.7,9,11,146.9,146.89,1391-02,1391,2,1468,16
408,5,1391-02-17,12,27.5,14,8,111.5,111.51,1391-02,1391,2,1469,17
409,6,1391-02-18,7,31.7,16,24,97.8,97.8,1391-02,1391,2,1470,18
410,4,1391-02-19,6,24.2,14,13,71.5,71.48,1391-02,1391,2,1471,19
411,4,1391-02-20,9,22.5,16,18,99.8,99.77,1391-02,1391,2,1472,20
412,4,1391-02-21,13,44.2,12,21,138.6,138.64,1391-02,1391,2,1473,21
413,4,1391-02-22,11,54.2,9,20,178,178.01,1391-02,1391,2,1474,22
414,5,1391-02-23,14,29.2,10,24,149.5,149.5,1391-02,1391,2,1475,23
415,0,1391-02-24,15,7.5,14,11,1127,1127,1391-02,1391,2,1476,24
416,7,1391-02-25,19,10.8,17,19,156.5,156.5,1391-02,1391,2,1477,25
417,5,1391-02-26,23,10.8,11,21,159.5,159.5,1391-02,1391,2,1478,26
418,5,1391-02-27,21,6.7,10,23,150.5,150.5,1391-02,1391,2,1479,27
419,3,1391-02-28,12,8.3,9,19,127.5,127.5,1391-02,1391,2,1480,28
420,5,1391-02-29,10,24.2,11,19,108,108,1391-02,1391,2,1481,29
421,3,1391-02-30,9,20.8,5,21,140,140,1391-02,1391,2,1482,30
422,12,1391-02-31,12,17.5,3,23,475.8,475.77,1391-02,1391,2,1483,31
702,5,1391-03-01,23,20.8,15,23,450.1,450.11,1391-03,1391,3,1484,1
703,16,1391-03-02,20,12.5,13,22,836.3,836.25,1391-03,1391,3,1485,2
704,3,1391-03-03,24,15.8,16,18,1530.9,1530.87,1391-03,1391,3,1486,3
705,6,1391-03-04,25,20.8,18,20,600.5,600.5,1391-03,1391,3,1487,4
706,3,1391-03-05,22,11.7,11,21,1433.8,1433.81,1391-03,1391,3,1488,5
707,11,1391-03-06,19,11.7,12,16,144.8,144.76,1391-03,1391,3,1489,6
708,8,1391-03-07,18,13.3,10,17,127.9,127.86,1391-03,1391,3,1490,7
709,11,1391-03-08,25,17.5,6,11,130.5,130.45,1391-03,1391,3,1491,8
710,1,1391-03-09,17,17,4,20,98.8,98.75,1391-03,1391,3,1492,9
711,7,1391-03-10,15,17.5,9,18,114,114,1391-03,1391,3,1493,10
712,8,1391-03-11,9,15.8,6,19,157.8,157.83,1391-03,1391,3,1494,11
713,6,1391-03-12,12,17.5,8,24,517.5,517.5,1391-03,1391,3,1495,12
714,5,1391-03-13,23,19.4,9,23,586,586,1391-03,1391,3,1496,13
715,8,1391-03-14,21,26.7,11,12,175,175,1391-03,1391,3,1497,14
716,2,1391-03-15,19,24.2,16,18,159.8,159.77,1391-03,1391,3,1498,15
717,7,1391-03-16,17,26.7,13,20,136.1,136.09,1391-03,1391,3,1499,16
718,7,1391-03-17,23,38,18,22,130.9,130.87,1391-03,1391,3,1500,17
719,11,1391-03-18,19,18.3,19,23,105.5,105.45,1391-03,1391,3,1501,18
720,3,1391-03-19,16,15.8,15,21,476,476.01,1391-03,1391,3,1502,19
721,9,1391-03-20,18,15.8,12,28,88.8,88.75,1391-03,1391,3,1503,20
722,7,1391-03-21,11,25,8,30,108.3,108.33,1391-03,1391,3,1504,21
723,4,1391-03-22,16,30,9,29,108.3,108.33,1391-03,1391,3,1505,22
724,5,1391-03-23,19,29,5,26,76,76,1391-03,1391,3,1506,23
725,2,1391-03-24,14,34,7,25,386,386,1391-03,1391,3,1507,24
726,9,1391-03-25,12,28,9,16,195,195,1391-03,1391,3,1508,25
727,2,1391-03-26,11,32,11,18,128,128,1391-03,1391,3,1509,26
728,4,1391-03-27,20,35,12,13,141,141,1391-03,1391,3,1510,27
729,6,1391-03-28,22,26,17,21,1039,1039,1391-03,1391,3,1511,28
730,1,1391-03-29,21,19,15,27,193,193,1391-03,1391,3,1512,29
731,9,1391-03-30,32,19.2,6,34,2608,2608,1391-03,1391,3,1513,30
732,6,1391-03-31,12,18,8,27,1125,1125,1391-03,1391,3,1514,31
1011,7,1391-04-01,3.17,22.5,6.65,6.94,500,500,1391-04,1391,4,1515,1
1012,4,1391-04-02,2.85,29.2,5.07,8.13,435.4,435.4,1391-04,1391,4,1516,2
1013,9,1391-04-03,3.8,13.3,4.63,7.71,663.5,663.48,1391-04,1391,4,1517,3
1014,1,1391-04-04,1.61,19.2,4.67,4.93,156.3,156.3,1391-04,1391,4,1518,4
1015,6,1391-04-05,1.63,20,3.93,3.82,84.1,84.08,1391-04,1391,4,1519,5
1016,6,1391-04-06,2.78,20.8,5,3.47,88.7,88.67,1391-04,1391,4,1520,6
1017,4,1391-04-07,3.33,22.5,4.65,4.03,129.1,129.15,1391-04,1391,4,1521,7
1018,2,1391-04-08,2.46,22.5,4.9,4.31,453.9,453.9,1391-04,1391,4,1522,8
1019,4,1391-04-09,1.92,20.8,3.97,4.44,126.4,126.38,1391-04,1391,4,1523,9
1020,9,1391-04-10,3.07,25,4.81,4.1,146.2,146.22,1391-04,1391,4,1524,10
1021,1,1391-04-11,2.75,15,4,8.61,171.3,171.3,1391-04,1391,4,1525,11
1022,12,1391-04-12,3.68,32.5,4.68,6.39,84,84.04,1391-04,1391,4,1526,12
1023,2,1391-04-13,3.27,34.2,5,6.46,131,131.03,1391-04,1391,4,1527,13
1024,2,1391-04-14,1.38,31.7,4.8,6.18,167.2,167.25,1391-04,1391,4,1528,14
1025,6,1391-04-15,1.41,35.8,4,3.47,196.4,196.39,1391-04,1391,4,1529,15
1026,3,1391-04-16,1.73,43.3,4.3,3.68,533.8,533.77,1391-04,1391,4,1530,16
1027,6,1391-04-17,2.19,41.7,4,3.75,460.9,460.92,1391-04,1391,4,1531,17
1028,5,1391-04-18,3.51,46.7,4.07,3.13,178.4,178.35,1391-04,1391,4,1532,18
1029,4,1391-04-19,2.43,45.8,4.83,3.26,436.1,436.07,1391-04,1391,4,1533,19
1030,4,1391-04-20,2.69,50.8,4.28,3.33,117.9,117.88,1391-04,1391,4,1534,20
1031,4,1391-04-21,2.4,54.2,4.6,3.33,120.9,120.94,1391-04,1391,4,1535,21
1032,0,1391-04-22,3.27,56.7,4.75,4.24,146.6,146.59,1391-04,1391,4,1536,22
1033,6,1391-04-23,4.1,53.3,4.15,5.42,385.3,385.25,1391-04,1391,4,1537,23
1034,9,1391-04-24,2.14,60,5.06,7.01,123,123.02,1391-04,1391,4,1538,24
1035,1,1391-04-25,1.9,56.7,4.59,5,134.3,134.29,1391-04,1391,4,1539,25
1036,10,1391-04-26,11.98,54.2,4.46,6.81,496.7,496.68,1391-04,1391,4,1540,26
1037,3,1391-04-27,3.4,57.5,5.22,5.63,1245,1245,1391-04,1391,4,1541,27
1038,5,1391-04-28,8.86,60.8,4.95,9.31,138.5,138.48,1391-04,1391,4,1542,28
1039,7,1391-04-29,3.39,35,4.93,6.46,91,91,1391-04,1391,4,1543,29
1040,4,1391-04-30,3.48,48.3,4,8.13,120,120.03,1391-04,1391,4,1544,30
1041,8,1391-04-31,4,45,4.6,9.58,116.1,116.14,1391-04,1391,4,1545,31
1321,4,1391-05-01,7,43,7.5,12,140,140,1391-05,1391,5,1546,1
1322,13,1391-05-02,8,40,8.9,6.5,112.3,112.33,1391-05,1391,5,1547,2
1323,4,1391-05-03,8.53,45,4,11.67,131,131.01,1391-05,1391,5,1548,3
1324,4,1391-05-04,3.57,35,5,10.76,119,119.02,1391-05,1391,5,1549,4
1325,3,1391-05-05,5.14,59.2,8,12.92,116,115.96,1391-05,1391,5,1550,5
1326,4,1391-05-06,3.26,66.7,4.9,13.4,75.2,75.2,1391-05,1391,5,1551,6
1327,3,1391-05-07,4.21,52.5,6,7.78,89.2,89.19,1391-05,1391,5,1552,7
1328,5,1391-05-08,8.42,29.2,7,8.68,1580.4,1580.37,1391-05,1391,5,1553,8
1329,4,1391-05-09,3.49,26.7,7.8,8.96,506,505.97,1391-05,1391,5,1554,9
1330,4,1391-05-10,3.23,25,6.9,7.78,456,456,1391-05,1391,5,1555,10
1331,2,1391-05-11,2,20.8,3,10,68,67.95,1391-05,1391,5,1556,11
1332,8,1391-05-12,1.88,30,3.42,9.44,154.6,154.62,1391-05,1391,5,1557,12
1333,2,1391-05-13,1.85,25.8,2.68,6.94,189.4,189.36,1391-05,1391,5,1558,13
1334,5,1391-05-14,4.02,38.3,4.11,7.57,576.4,576.37,1391-05,1391,5,1559,14
1335,0,1391-05-15,3.42,33.3,4.05,7.08,1463.6,1463.6,1391-05,1391,5,1560,15
1336,2,1391-05-16,3.42,38.3,3.75,5.63,191.1,191.05,1391-05,1391,5,1561,16
1337,5,1391-05-17,3.03,35,3.67,4.03,139.7,139.66,1391-05,1391,5,1562,17
1338,2,1391-05-18,5.04,37.5,4.14,5,109.8,109.85,1391-05,1391,5,1563,18
1339,3,1391-05-19,4.18,48.3,5.88,6.11,118.4,118.37,1391-05,1391,5,1564,19
1340,8,1391-05-20,2.67,31.7,5.96,5.97,111.8,111.8,1391-05,1391,5,1565,20
1341,2,1391-05-21,2.03,35.8,7.3,5.49,125.4,125.42,1391-05,1391,5,1566,21
1342,3,1391-05-22,4.28,54.2,7.6,5,103.6,103.61,1391-05,1391,5,1567,22
1343,9,1391-05-23,2.77,45,6.77,5.42,115.9,115.91,1391-05,1391,5,1568,23
1344,7,1391-05-24,3,27.5,6.6,4.17,705.4,705.43,1391-05,1391,5,1569,24
1345,7,1391-05-25,2.42,56.7,6.56,8.42,167.8,167.81,1391-05,1391,5,1570,25
1346,6,1391-05-26,2.68,65,6.68,9.58,163.2,163.22,1391-05,1391,5,1571,26
1347,2,1391-05-27,4,75.8,5.59,7.29,120.9,120.92,1391-05,1391,5,1572,27
1348,0,1391-05-28,5.62,90,7.63,7.57,93.9,93.91,1391-05,1391,5,1573,28
1349,2,1391-05-29,4.14,75,5.87,7.71,109.1,109.08,1391-05,1391,5,1574,29
1350,2,1391-05-30,4.7,84.2,5.95,8.4,104.2,104.22,1391-05,1391,5,1575,30
1351,6,1391-05-31,2.48,72.5,5.68,8.4,96.1,96.11,1391-05,1391,5,1576,31
1631,2,1391-06-01,17,26.4,5.88,34,438.2,438.2,1391-06,1391,6,1577,1
1632,7,1391-06-02,19,28,6.98,32,179.5,179.5,1391-06,1391,6,1578,2
1634,6,1391-06-04,29,23,5.79,30,321.2,321.2,1391-06,1391,6,1580,4
1635,1,1391-06-05,13,22.8,7.36,40.52,150.2,150.22,1391-06,1391,6,1581,5
1636,9,1391-06-06,36,31.9,8.57,30.24,126.7,126.67,1391-06,1391,6,1582,6
1637,4,1391-06-07,39,34.2,10.05,31.54,157.3,157.25,1391-06,1391,6,1583,7
1638,2,1391-06-08,46,29.5,7.65,27.94,124.6,124.58,1391-06,1391,6,1584,8
1639,5,1391-06-09,56,27.5,7.18,27.41,129.3,129.29,1391-06,1391,6,1585,9
1640,2,1391-06-10,34,24.5,4.15,26,167,167.05,1391-06,1391,6,1586,10
1641,3,1391-06-11,25,25.5,6.63,25.14,120.7,120.65,1391-06,1391,6,1587,11
1642,7,1391-06-12,19,27.5,5.86,26.36,115,115,1391-06,1391,6,1588,12
1643,6,1391-06-13,20,27.7,6.32,27.84,124,124,1391-06,1391,6,1589,13
1644,4,1391-06-14,12,29.8,7.25,27.67,122.3,122.27,1391-06,1391,6,1590,14
1645,2,1391-06-15,11,29.4,7.25,28.47,114.1,114.09,1391-06,1391,6,1591,15
1646,1,1391-06-16,43,36.6,8.75,29.95,134.2,134.17,1391-06,1391,6,1592,16
1647,4,1391-06-17,56,30.6,5.81,27.63,116.5,116.5,1391-06,1391,6,1593,17
1648,3,1391-06-18,58,28.1,5.72,27.04,115,115,1391-06,1391,6,1594,18
1649,3,1391-06-19,18.45,22.5,6.8,27.53,96.2,96.19,1391-06,1391,6,1595,19
1650,3,1391-06-20,58.27,24,7.74,25.64,115.2,115.22,1391-06,1391,6,1596,20
1651,3,1391-06-21,59.38,28.7,7.34,29.29,96.4,96.43,1391-06,1391,6,1597,21
1652,2,1391-06-22,29.55,25.4,4.88,26.94,458,457.95,1391-06,1391,6,1598,22
1653,5,1391-06-23,25.95,25.6,5.91,27.32,138.3,138.33,1391-06,1391,6,1599,23
1654,3,1391-06-24,63.82,30.7,4.81,28.83,160.9,160.87,1391-06,1391,6,1600,24
1655,6,1391-06-25,78,27.2,6.65,29.1,1208.2,1208.18,1391-06,1391,6,1601,25
1656,7,1391-06-26,52.73,29,6.13,28.9,449.8,449.84,1391-06,1391,6,1602,26
1657,3,1391-06-27,58.28,31.1,8.28,36.88,149.3,149.32,1391-06,1391,6,1603,27
1658,4,1391-06-28,57,29.3,9.03,33.99,134.7,134.74,1391-06,1391,6,1604,28
1659,6,1391-06-29,53,27.8,8.06,33.01,155.4,155.43,1391-06,1391,6,1605,29
1660,4,1391-06-30,49,37.9,7.56,29.74,118,118,1391-06,1391,6,1606,30
1661,2,1391-06-31,46,31.5,5.61,30.68,128.2,128.18,1391-06,1391,6,1607,31
1938,3,1391-07-01,15,9,14,27,98,98,1391-07,1391,7,1608,1
